Applicant,PermitLocation,locationdesc,operation_time
"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",233 GEARY ST,Fronting 229 Geary St at Stockton St,"{'Sunday': ('06:00', '23:59'), 'Friday': ('06:00', '23:59'), 'Wednesday': ('06:00', '23:59'), 'Thursday': ('06:00', '23:59'), 'Saturday': ('06:00', '23:59'), 'Tuesday': ('06:00', '23:59'), 'Monday': ('06:00', '23:59')}"
"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",251 GEARY ST,"Geary St, in front of Macy's","{'Sunday': ('06:00', '23:59'), 'Friday': ('06:00', '23:59'), 'Saturday': ('06:00', '23:59'), 'Tuesday': ('06:00', '23:59'), 'Thursday': ('06:00', '23:59'), 'Wednesday': ('06:00', '23:59'), 'Monday': ('06:00', '23:59')}"
"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",345 STOCKTON ST,"Northwest Corner of Post & Stockton Streets, on Post","{'Sunday': ('06:00', '23:59'), 'Friday': ('06:00', '23:59'), 'Saturday': ('06:00', '23:59'), 'Tuesday': ('06:00', '23:59'), 'Thursday': ('06:00', '23:59'), 'Wednesday': ('06:00', '23:59'), 'Monday': ('06:00', '23:59')}"
"San Francisco Street Foods, Inc.",1 THE EMBARCADERO,"Northeast Corner of Sacramento & Battery, on Sacramento. 58' East of the intersection.","{'Sunday': ('06:00', '23:59'), 'Friday': ('06:00', '23:59'), 'Thursday': ('06:00', '23:59'), 'Tuesday': ('06:00', '23:59'), 'Wednesday': ('06:00', '23:59'), 'Saturday': ('06:00', '23:59'), 'Monday': ('06:00', '23:59')}"
"San Francisco Street Foods, Inc.",100 POST ST,"Corner of Post and Kearny, on Post","{'Sunday': ('06:00', '23:59'), 'Friday': ('06:00', '23:59'), 'Saturday': ('06:00', '23:59'), 'Tuesday': ('06:00', '23:59'), 'Thursday': ('06:00', '23:59'), 'Wednesday': ('06:00', '23:59'), 'Monday': ('06:00', '23:59')}"
"San Francisco Street Foods, Inc.",2 MONTGOMERY ST,"Northeast Corner of Market & Montgomery St, on Market","{'Sunday': ('06:00', '23:59'), 'Friday': ('06:00', '23:59'), 'Saturday': ('06:00', '23:59'), 'Tuesday': ('06:00', '23:59'), 'Thursday': ('06:00', '23:59'), 'Wednesday': ('06:00', '23:59'), 'Monday': ('06:00', '23:59')}"
"San Francisco Street Foods, Inc.",5 THE EMBARCADERO,"Northeast Corner of California, Market, and Drumm St","{'Sunday': ('06:00', '23:59'), 'Friday': ('06:00', '23:59'), 'Tuesday': ('06:00', '23:59'), 'Wednesday': ('06:00', '23:59'), 'Saturday': ('06:00', '23:59'), 'Thursday': ('06:00', '23:59'), 'Monday': ('06:00', '23:59')}"
"San Francisco Street Foods, Inc.",701 HOWARD ST,"Southeast Corner of 4th & Howard St, on Howard","{'Sunday': ('06:00', '23:59'), 'Friday': ('06:00', '23:59'), 'Saturday': ('06:00', '23:59'), 'Tuesday': ('06:00', '23:59'), 'Wednesday': ('06:00', '23:59'), 'Thursday': ('06:00', '23:59'), 'Monday': ('06:00', '23:59')}"
San Francisco's Hometown Creamery,281 GEARY ST,Truck located approximately 80 linear feet East of the Powell St & Geary St intersection.,"{'Sunday': ('11:00', '23:00'), 'Friday': ('18:00', '23:00'), 'Saturday': ('18:00', '23:00')}"
San Pancho's Tacos,1271 CAPITOL AVE,Set-up on the W. side of Capitol (Ocean Ave intersection): 7:00am-7:00pm,"{'Sunday': ('07:00', '19:00')}"
San Pancho's Tacos,3119 ALEMANY BLVD,Set-up at 3101 Alemany: 7:00am-8:00pm,"{'Sunday': ('07:00', '20:00'), 'Saturday': ('07:00', '20:00')}"
San Pancho's Tacos,491 BAY SHORE BLVD,Truck located approximately 200 linear feet North of the Cortland and Bay Shore Blvd intersection. First parking space next to the yellow zone that clears the tree.,"{'Wednesday': ('06:00', '22:00'), 'Thursday': ('06:00', '22:00'), 'Monday': ('06:00', '22:00'), 'Tuesday': ('06:00', '22:00'), 'Friday': ('06:00', '22:00'), 'Saturday': ('06:00', '22:00')}"
Sanguchon,100 SPEAR ST,Truck located on the East side of Spear St. 30 feet South of Misson St.,"{'Monday': ('11:00', '15:00'), 'Friday': ('11:00', '15:00'), 'Wednesday': ('11:00', '15:00'), 'Thursday': ('11:00', '15:00'), 'Tuesday': ('11:00', '15:00')}"
Sanguchon,475 CALIFORNIA ST,Truck located on the south side of Califonia St. 30 feet east of Montgomery St.,"{'Friday': ('11:00', '15:00'), 'Monday': ('11:00', '15:00'), 'Wednesday': ('11:00', '15:00')}"
Scotch Bonnet,115 SANSOME ST,Located 150' South of Pine St,"{'Friday': ('06:00', '20:00')}"
Scotch Bonnet,25 MONTGOMERY ST,Located 200' South of Sutter St,"{'Wednesday': ('06:00', '20:00')}"
Scotch Bonnet,430 CALIFORNIA ST,Located 200ft West of Sansome St,"{'Thursday': ('06:00', '20:00'), 'Tuesday': ('06:00', '20:00')}"
Scotch Bonnet,50 01ST ST,Located 200' South of Market St,"{'Monday': ('06:00', '20:00')}"
Senor Sisig,101 CALIFORNIA ST,Truck located on the California Street frontage approximately 110 feet east of the California Street and Front St intersection,"{'Monday': ('10:00', '15:00'), 'Friday': ('10:00', '15:00'), 'Wednesday': ('10:00', '15:00')}"
Senor Sisig,120 02ND ST,16 LF west of NW corner of 2nd and Minna Streets,"{'Thursday': ('11:00', '14:00'), 'Tuesday': ('11:00', '14:00'), 'Monday': ('11:00', '14:00'), 'Friday': ('11:00', '14:00'), 'Wednesday': ('11:00', '14:00')}"
Senor Sisig,120 ELLIS ST,19 LF west of NW corner of Powell and Ellis Streets,"{'Saturday': ('11:00', '18:00'), 'Sunday': ('11:00', '18:00')}"
Senor Sisig,300 PINE ST,Truck located 60 linear feet West of the Sansome St. & Pine St. intersection.,"{'Thursday': ('11:00', '14:00'), 'Tuesday': ('11:00', '14:00'), 'Monday': ('11:00', '14:00'), 'Friday': ('11:00', '14:00'), 'Wednesday': ('11:00', '14:00')}"
Senor Sisig,8 10TH ST,Truck located in front of 8 10th St. on 10th St. frontage approximately 152' from Market St. intersection.,"{'Friday': ('11:00', '14:00'), 'Monday': ('11:00', '14:00'), 'Wednesday': ('11:00', '14:00')}"
Senor Sisig,90 BROADWAY,5 Rotating trucks located on Front Street.  (4 Trucks north of the curb cut and 1 truck south of the curb cut),"{'Tuesday': ('10:00', '15:00'), 'Thursday': ('10:00', '15:00')}"
Senor Sisig,90 BROADWAY,"Truck(s) located on east side of Front St., fronting 90 Broadway, approximately 47’ from Broadway intersection.","{'Tuesday': ('10:00', '15:00'), 'Thursday': ('10:00', '15:00')}"
Senor Sisig,901 MISSION ST,"Truck(s) located on south side of Mission St., fronting 901 Mission St., approximately 20' from Mary t. intersection.","{'Tuesday': ('10:00', '15:00'), 'Thursday': ('10:00', '15:00')}"
Serendipity SF,332 PINE ST,"Truck located approximately 30 linear feet East of Leidesdorff St and Pine St intersection --- Sandwiches, Meatloaf, Salad, Mac & Cheese, Fries, Mashed Potatos, Seasonal Vegetables","{'Thursday': ('11:00', '15:00'), 'Tuesday': ('11:00', '15:00')}"
Serendipity SF,400 CALIFORNIA ST,"Truck located approximately 30 linear feet East of Leidesdorff St and California St intersection --- Sandwiches, Meatloaf, Salad, Mac & Cheese, Fries, Mashed Potatos, Seasonal Vegetables","{'Sunday': ('11:00', '15:00'), 'Wednesday': ('11:00', '15:00'), 'Saturday': ('11:00', '15:00')}"
Singh Brothers Ice Cream,1000 HOLLISTER AVE,12:00pm-12:15pm,"{'Wednesday': ('12:00', '13:00'), 'Monday': ('12:00', '13:00'), 'Tuesday': ('12:00', '13:00'), 'Friday': ('12:00', '13:00'), 'Thursday': ('12:00', '13:00')}"
Singh Brothers Ice Cream,1060 KEY AVE,Set-up at 1000 Key Ave: 1:00pm-1:15pm,"{'Monday': ('13:00', '14:00'), 'Tuesday': ('13:00', '14:00'), 'Wednesday': ('13:00', '14:00'), 'Friday': ('13:00', '14:00'), 'Thursday': ('13:00', '14:00')}"
Singh Brothers Ice Cream,1101 PALOU AVE,2:30pm-2:45pm,"{'Monday': ('14:00', '15:00'), 'Thursday': ('14:00', '15:00'), 'Tuesday': ('14:00', '15:00'), 'Friday': ('14:00', '15:00'), 'Wednesday': ('14:00', '15:00')}"
Singh Brothers Ice Cream,1104 FITZGERALD AVE,Set-up at 1100 Fitzgerald Ave: 2:15pm-2:30pm,"{'Monday': ('14:00', '15:00'), 'Thursday': ('14:00', '15:00'), 'Tuesday': ('14:00', '15:00'), 'Friday': ('14:00', '15:00'), 'Wednesday': ('14:00', '15:00')}"
Singh Brothers Ice Cream,1173 INGERSON AVE,Set-up at 1199 Ingerson Ave: 12:15pm-12:30pm,"{'Wednesday': ('12:00', '13:00'), 'Monday': ('12:00', '13:00'), 'Tuesday': ('12:00', '13:00'), 'Friday': ('12:00', '13:00'), 'Thursday': ('12:00', '13:00')}"
Singh Brothers Ice Cream,1191 QUESADA AVE,Set-up at 1175 Quesada Ave: 3:30pm-3:45pm,"{'Friday': ('15:00', '16:00'), 'Monday': ('15:00', '16:00'), 'Tuesday': ('15:00', '16:00'), 'Thursday': ('15:00', '16:00'), 'Wednesday': ('15:00', '16:00')}"
Singh Brothers Ice Cream,1207 SHAFTER AVE,3:45pm-4:00pm,"{'Friday': ('15:00', '16:00'), 'Monday': ('15:00', '16:00'), 'Tuesday': ('15:00', '16:00'), 'Thursday': ('15:00', '16:00'), 'Wednesday': ('15:00', '16:00')}"
Singh Brothers Ice Cream,1309 INGALLS ST,Set-up at 1200 Ingalls St (@ George Ct): 4:00pm-4:15pm,"{'Tuesday': ('16:00', '17:00'), 'Friday': ('16:00', '17:00'), 'Wednesday': ('16:00', '17:00'), 'Thursday': ('16:00', '17:00'), 'Monday': ('16:00', '17:00')}"
Singh Brothers Ice Cream,1420 YOSEMITE AVE,Set-up at 1418 Yosemite Ave: 2:45pm-3:00pm,"{'Monday': ('14:00', '15:00'), 'Thursday': ('14:00', '15:00'), 'Tuesday': ('14:00', '15:00'), 'Friday': ('14:00', '15:00'), 'Wednesday': ('14:00', '15:00')}"
Singh Brothers Ice Cream,1475 DONNER AVE,Set-up at 1500 Donner Ave: 1:30pm-1:45pm,"{'Monday': ('13:00', '14:00'), 'Tuesday': ('13:00', '14:00'), 'Wednesday': ('13:00', '14:00'), 'Friday': ('13:00', '14:00'), 'Thursday': ('13:00', '14:00')}"
Singh Brothers Ice Cream,1550 WALLACE AVE,2:00pm-2:15pm,"{'Monday': ('14:00', '15:00'), 'Thursday': ('14:00', '15:00'), 'Tuesday': ('14:00', '15:00'), 'Friday': ('14:00', '15:00'), 'Wednesday': ('14:00', '15:00')}"
Singh Brothers Ice Cream,1562 BANCROFT AVE,Set-up at 1600 Bancroft Ave: 1:45pm-2:00pm,"{'Monday': ('13:00', '14:00'), 'Tuesday': ('13:00', '14:00'), 'Wednesday': ('13:00', '14:00'), 'Friday': ('13:00', '14:00'), 'Thursday': ('13:00', '14:00')}"
Singh Brothers Ice Cream,1698 KIRKWOOD AVE,Set-up at 1700 Kirkwood Ave: 4:30pm-4:45pm,"{'Tuesday': ('16:00', '17:00'), 'Friday': ('16:00', '17:00'), 'Wednesday': ('16:00', '17:00'), 'Thursday': ('16:00', '17:00'), 'Monday': ('16:00', '17:00')}"
Singh Brothers Ice Cream,195 KISKA RD,4:15pm-4:30pm,"{'Tuesday': ('16:00', '17:00'), 'Friday': ('16:00', '17:00'), 'Wednesday': ('16:00', '17:00'), 'Thursday': ('16:00', '17:00'), 'Monday': ('16:00', '17:00')}"
Singh Brothers Ice Cream,2115 JENNINGS ST,3:00pm-3:15pm,"{'Friday': ('15:00', '16:00'), 'Monday': ('15:00', '16:00'), 'Tuesday': ('15:00', '16:00'), 'Thursday': ('15:00', '16:00'), 'Wednesday': ('15:00', '16:00')}"
Singh Brothers Ice Cream,2900 GRIFFITH ST,12:30pm-12:45pm,"{'Wednesday': ('12:00', '13:00'), 'Monday': ('12:00', '13:00'), 'Tuesday': ('12:00', '13:00'), 'Friday': ('12:00', '13:00'), 'Thursday': ('12:00', '13:00')}"
Singh Brothers Ice Cream,297 HARBOR RD,Set-up at 1300 Hudson Ave (@ Westbrook Ct): 3:15pm-3:30pm,"{'Friday': ('15:00', '16:00'), 'Monday': ('15:00', '16:00'), 'Tuesday': ('15:00', '16:00'), 'Thursday': ('15:00', '16:00'), 'Wednesday': ('15:00', '16:00')}"
Singh Brothers Ice Cream,3444 JENNINGS ST,1:15pm-1:30pm,"{'Monday': ('13:00', '14:00'), 'Tuesday': ('13:00', '14:00'), 'Wednesday': ('13:00', '14:00'), 'Friday': ('13:00', '14:00'), 'Thursday': ('13:00', '14:00')}"
Singh Brothers Ice Cream,35 NIBBI CT,4:45pm-5:00pm,"{'Tuesday': ('16:00', '17:00'), 'Friday': ('16:00', '17:00'), 'Wednesday': ('16:00', '17:00'), 'Thursday': ('16:00', '17:00'), 'Monday': ('16:00', '17:00')}"
Singh Brothers Ice Cream,360 PENINSULA AVE,5:00pm-5:15pm,"{'Thursday': ('17:00', '18:00'), 'Tuesday': ('17:00', '18:00'), 'Monday': ('17:00', '18:00'), 'Wednesday': ('17:00', '18:00'), 'Friday': ('17:00', '18:00')}"
Singh Brothers Ice Cream,800 JAMESTOWN AVE,12:45pm-1:00pm,"{'Wednesday': ('12:00', '13:00'), 'Monday': ('12:00', '13:00'), 'Tuesday': ('12:00', '13:00'), 'Friday': ('12:00', '13:00'), 'Thursday': ('12:00', '13:00')}"
"Slider Shack, LLC.",400 HOWARD ST,Truck located in the first parking space 15' NE of the 1st St / Howard St intersection.,"{'Monday': ('10:00', '15:00'), 'Friday': ('10:00', '15:00'), 'Thursday': ('10:00', '15:00')}"
"Slider Shack, LLC.",60 SPEAR ST,Truck located on the Spear St frontage in the middle yellow zone approximately 60 linear feet North of Mission.,"{'Tuesday': ('10:00', '15:00'), 'Wednesday': ('10:00', '15:00')}"
Steve's Mobile Deli,101 UTAH ST,9:35am-9:40am,"{'Wednesday': ('09:00', '10:00'), 'Tuesday': ('09:00', '10:00'), 'Monday': ('09:00', '10:00'), 'Thursday': ('09:00', '10:00'), 'Friday': ('09:00', '10:00')}"
Steve's Mobile Deli,145 KING ST,"9:40am-9:45am, 12:00pm-12:05pm","{'Wednesday': ('09:00', '10:00'), 'Monday': ('09:00', '10:00'), 'Tuesday': ('12:00', '13:00'), 'Friday': ('09:00', '10:00'), 'Thursday': ('09:00', '10:00')}"
Steve's Mobile Deli,175 BLUXOME ST,7:20am-7:25am,"{'Wednesday': ('07:00', '08:00'), 'Thursday': ('07:00', '08:00'), 'Friday': ('07:00', '08:00'), 'Monday': ('07:00', '08:00'), 'Tuesday': ('07:00', '08:00')}"
Steve's Mobile Deli,26 THE EMBARCADERO,Set-up at 1 Steuart St. 7:30am-8:00am,"{'Wednesday': ('07:00', '08:00'), 'Thursday': ('07:00', '08:00'), 'Friday': ('07:00', '08:00'), 'Monday': ('07:00', '08:00'), 'Tuesday': ('07:00', '08:00')}"
Steve's Mobile Deli,275 STEUART ST,"7:10am-7:20am, 9:50am-9:55am","{'Wednesday': ('07:00', '08:00'), 'Tuesday': ('07:00', '08:00'), 'Thursday': ('09:00', '10:00'), 'Friday': ('09:00', '10:00'), 'Monday': ('07:00', '08:00')}"
Steve's Mobile Deli,390 01ST ST,"Set-up at 551 1st St. 6:10am-6:40am, 11:45am-12:00pm","{'Thursday': ('11:00', '12:00'), 'Wednesday': ('06:00', '07:00'), 'Friday': ('11:00', '12:00'), 'Monday': ('11:00', '12:00'), 'Tuesday': ('11:00', '12:00')}"
Steve's Mobile Deli,390 04TH ST,9:21am-9:25am,"{'Wednesday': ('09:00', '10:00'), 'Tuesday': ('09:00', '10:00'), 'Monday': ('09:00', '10:00'), 'Thursday': ('09:00', '10:00'), 'Friday': ('09:00', '10:00')}"
Steve's Mobile Deli,48 WELSH ST,Set-up at 10 Welsh St. 11:10am-11:15am,"{'Wednesday': ('11:00', '12:00'), 'Thursday': ('11:00', '12:00'), 'Tuesday': ('11:00', '12:00'), 'Friday': ('11:00', '12:00'), 'Monday': ('11:00', '12:00')}"
Steve's Mobile Deli,480 HOWARD ST,11:20am-11:22am,"{'Wednesday': ('11:00', '12:00'), 'Thursday': ('11:00', '12:00'), 'Tuesday': ('11:00', '12:00'), 'Friday': ('11:00', '12:00'), 'Monday': ('11:00', '12:00')}"
Steve's Mobile Deli,50 RIZAL ST,"Set-up at 10 Tandang Sora. 6:45am-6:55am, 11:30am-11:35am","{'Thursday': ('11:00', '12:00'), 'Wednesday': ('06:00', '07:00'), 'Friday': ('11:00', '12:00'), 'Monday': ('11:00', '12:00'), 'Tuesday': ('11:00', '12:00')}"
Steve's Mobile Deli,525 HOWARD ST,"Set-up at 501 Howard St. 8:50am-9:00am, 11:22am-11:25am","{'Wednesday': ('11:00', '12:00'), 'Friday': ('11:00', '12:00'), 'Thursday': ('08:00', '09:00'), 'Monday': ('11:00', '12:00'), 'Tuesday': ('11:00', '12:00')}"
Steve's Mobile Deli,600 HARRISON ST,"9:00am-9:05am, 10:25am-10:30am","{'Wednesday': ('10:00', '11:00'), 'Tuesday': ('10:00', '11:00'), 'Thursday': ('09:00', '10:00'), 'Monday': ('10:00', '11:00'), 'Friday': ('09:00', '10:00')}"
Steve's Mobile Deli,66 POTRERO AVE,Set-up at 2310 Alameda St. 9:55am-10:15am,"{'Monday': ('09:00', '11:00'), 'Thursday': ('09:00', '11:00'), 'Wednesday': ('09:00', '11:00'), 'Friday': ('09:00', '11:00'), 'Tuesday': ('09:00', '11:00')}"
Steve's Mobile Deli,750 02ND ST,"7:00am-7:05am, 10:30am-10:40am, 12:06pm-12:15pm","{'Wednesday': ('10:00', '11:00'), 'Monday': ('10:00', '11:00'), 'Thursday': ('12:00', '13:00'), 'Tuesday': ('07:00', '08:00'), 'Friday': ('10:00', '11:00')}"
Steve's Mobile Deli,860 02ND ST,"6:00am-6:05am, 11:00am-11:05am","{'Thursday': ('11:00', '12:00'), 'Wednesday': ('06:00', '07:00'), 'Friday': ('11:00', '12:00'), 'Monday': ('11:00', '12:00'), 'Tuesday': ('11:00', '12:00')}"
Steve's Mobile Deli,90 TEHAMA ST,Set-up at 97 Tehama St. 9:05am-9:10am,"{'Wednesday': ('09:00', '10:00'), 'Tuesday': ('09:00', '10:00'), 'Monday': ('09:00', '10:00'), 'Thursday': ('09:00', '10:00'), 'Friday': ('09:00', '10:00')}"
Street Meet,1776 MISSION ST,in front of gas station (1798 Mission St),"{'Friday': ('08:00', '02:00'), 'Thursday': ('08:00', '02:00'), 'Saturday': ('08:00', '02:00')}"
Subs on Hubs,333 08TH ST,Located on the south side of Folsom St 100 LF east of 8th St,"{'Thursday': ('23:00', '23:59'), 'Friday': ('00:00', '02:00'), 'Wednesday': ('23:00', '23:59')}"
Subs on Hubs,400 05TH ST,@ Harrison & 5th Street 40 LF away from the corner,"{'Friday': ('23:00', '23:59'), 'Sunday': ('00:00', '02:00'), 'Saturday': ('23:00', '23:59')}"
Subs on Hubs,934 BRANNAN ST,Truck located in front of entrance,"{'Tuesday': ('11:00', '18:00'), 'Monday': ('11:00', '18:00'), 'Wednesday': ('11:00', '18:00'), 'Thursday': ('11:00', '18:00')}"
Subs on Hubs,Assessors Block 8711/Lot021,West side of 4th St btw China Basin and Mission Bay North,"{'Tuesday': ('18:00', '20:00'), 'Monday': ('18:00', '20:00'), 'Sunday': ('11:00', '22:00'), 'Saturday': ('11:00', '22:00'), 'Wednesday': ('18:00', '20:00'), 'Friday': ('18:00', '20:00'), 'Thursday': ('18:00', '20:00')}"
Tacos El Flaco,2901 03RD ST,Truck located on the Illinois St frontage approximately 130 linear feet south of the Illinois and 25th St frontage.,"{'Wednesday': ('07:00', '18:00'), 'Friday': ('07:00', '18:00'), 'Thursday': ('07:00', '18:00'), 'Monday': ('07:00', '18:00'), 'Saturday': ('07:00', '18:00'), 'Tuesday': ('07:00', '18:00')}"
Tacos El Ojo De Agua,551 03RD ST,Truck located approximately 30 linear feet North West of the Varney Place & 3rd St intersection.  (MTA Restriction:  No sales or occupancy allowed two (2) hours before until two (2) hours after ballgames.  Call (415) 972-1800 for event schedules or visit www.sfgiants.com),"{'Monday': ('09:00', '16:00'), 'Wednesday': ('09:00', '16:00'), 'Friday': ('09:00', '16:00'), 'Thursday': ('09:00', '16:00'), 'Tuesday': ('09:00', '16:00')}"
Tacos El Primo,1495 WALLACE AVE,"Set-up at 2275 Jennings St: 10:30am-2:00pm (M-Sa), 8:00am-3:00pm (Sa)","{'Monday': ('10:00', '14:00'), 'Tuesday': ('08:00', '15:00'), 'Friday': ('10:00', '14:00'), 'Saturday': ('10:00', '14:00'), 'Wednesday': ('10:00', '14:00'), 'Thursday': ('10:00', '14:00')}"
Tacos El Primo,1700 EVANS AVE,Set-up at 398 Quint Street: 10:30am-4:00pmm,"{'Thursday': ('10:00', '16:00'), 'Monday': ('10:00', '16:00'), 'Friday': ('10:00', '16:00'), 'Wednesday': ('10:00', '16:00'), 'Tuesday': ('10:00', '16:00')}"
Tacos El Primo,345 WILLIAMS AVE,"Set-up at 355 Williams Ave: 4:15pm-10:00pm (M-F), 8:00am-10:00pm (Sun)","{'Sunday': ('08:00', '22:00'), 'Thursday': ('16:00', '22:00'), 'Saturday': ('16:00', '22:00'), 'Monday': ('16:00', '22:00'), 'Tuesday': ('16:00', '22:00'), 'Wednesday': ('16:00', '22:00'), 'Friday': ('16:00', '22:00')}"
Tacos Rodriguez,600 MENDELL ST,Truck located on Mendell St approximately 11 feet SW from the curb return at Mendell St and Galvez Ave,"{'Friday': ('08:00', '18:00'), 'Sunday': ('08:00', '18:00'), 'Saturday': ('08:00', '18:00')}"
Tacos Santana,1700 JERROLD AVE,11:30am-5:00pm,"{'Thursday': ('11:00', '17:00'), 'Tuesday': ('11:00', '17:00'), 'Wednesday': ('11:00', '17:00'), 'Friday': ('11:00', '17:00'), 'Sunday': ('11:00', '17:00'), 'Saturday': ('11:00', '17:00'), 'Monday': ('11:00', '17:00')}"
Tacos Santana,2101 CARROLL AVE,10:00am-9:00pm,"{'Friday': ('10:00', '21:00'), 'Sunday': ('10:00', '21:00'), 'Thursday': ('10:00', '21:00'), 'Wednesday': ('10:00', '21:00'), 'Tuesday': ('10:00', '21:00'), 'Saturday': ('10:00', '21:00'), 'Monday': ('10:00', '21:00')}"
Tacos Santana,2142 JERROLD AVE,Set-up at 2100 Jerrold Ave: 5:00pm-9:30pm,"{'Sunday': ('17:00', '22:00'), 'Monday': ('17:00', '22:00'), 'Friday': ('17:00', '22:00'), 'Thursday': ('17:00', '22:00'), 'Tuesday': ('17:00', '22:00'), 'Wednesday': ('17:00', '22:00'), 'Saturday': ('17:00', '22:00')}"
Taqueria Lolita,1700 EVANS AVE,"Truck located on the east side of Rankin St, approximately 90ft north of Evans Ave","{'Thursday': ('07:00', '15:00'), 'Saturday': ('07:00', '15:00'), 'Friday': ('07:00', '15:00')}"
Taqueria Lolita,750 PHELPS ST,"Truck located on the south side of Evans Ave, approximately 65ft east of Rankin St","{'Wednesday': ('07:00', '15:00'), 'Tuesday': ('07:00', '15:00'), 'Monday': ('07:00', '15:00')}"
Taza Halal Cart,532 MARKET ST,"Push cart fronting 532 Market St, approx. 50ft east of the corner of Market and Sutter","{'Wednesday': ('09:00', '20:00'), 'Tuesday': ('09:00', '20:00'), 'Monday': ('09:00', '20:00')}"
The Chai Cart,298 MARKET ST,Push cart located on the sidewalk approximately 15 linear feet West of the Market St & Drumm St intersection.,"{'Wednesday': ('07:00', '18:00'), 'Friday': ('07:00', '18:00'), 'Sunday': ('07:00', '18:00'), 'Thursday': ('07:00', '18:00'), 'Monday': ('07:00', '18:00'), 'Saturday': ('07:00', '18:00'), 'Tuesday': ('07:00', '18:00')}"
The Chai Cart,560 VALENCIA ST,Cart located between trees south of entrance to 560 Valencia St.,"{'Saturday': ('09:00', '16:00'), 'Sunday': ('09:00', '16:00')}"
The Chai Cart,79 NEW MONTGOMERY ST,Push cart located on the sidewalk 25 linear feet NW of the Mission St & New Montgomery St intersection.,"{'Wednesday': ('07:00', '18:00'), 'Friday': ('07:00', '18:00'), 'Sunday': ('07:00', '18:00'), 'Thursday': ('07:00', '18:00'), 'Monday': ('07:00', '18:00'), 'Saturday': ('07:00', '18:00'), 'Tuesday': ('07:00', '18:00')}"
The Huge Hotdog Concession,1300 POLK ST,"Truck located on north side of Bush Street, approx. 25ft east of Polk Street.","{'Saturday': ('20:00', '02:00'), 'Friday': ('20:00', '02:00'), 'Sunday': ('20:00', '02:00')}"
"The New York Frankfurter Co. of CA, Inc. DBA: Annie's Hot Dogs",101 STOCKTON ST,"Push cart located at the NW corner of Stockton St & OFarrell St, on Stockton St.","{'Friday': ('06:00', '21:00'), 'Tuesday': ('06:00', '21:00'), 'Saturday': ('06:00', '21:00'), 'Sunday': ('06:00', '21:00'), 'Thursday': ('06:00', '21:00'), 'Wednesday': ('06:00', '21:00'), 'Monday': ('06:00', '21:00')}"
"The New York Frankfurter Co. of CA, Inc. DBA: Annie's Hot Dogs",800 MARKET ST,Located on Market St at the corner or Ellis/Stockton St intersection,"{'Friday': ('06:00', '21:00'), 'Tuesday': ('06:00', '21:00'), 'Sunday': ('06:00', '21:00'), 'Saturday': ('06:00', '21:00'), 'Monday': ('06:00', '21:00'), 'Thursday': ('06:00', '21:00'), 'Wednesday': ('06:00', '21:00')}"
"The New York Frankfurter Co. of CA, Inc. DBA: Annie's Hot Dogs",870 MARKET ST,"Push cart located at the cable car turn around, adjacent to the queue line approximately 20' West from the entrance of the 890 Market St building.","{'Friday': ('06:00', '21:00'), 'Tuesday': ('06:00', '21:00'), 'Sunday': ('06:00', '21:00'), 'Saturday': ('06:00', '21:00'), 'Monday': ('06:00', '21:00'), 'Thursday': ('06:00', '21:00'), 'Wednesday': ('06:00', '21:00')}"
"The Sandwich Stand, LLC.",58 MAIN ST,252' South of Market St,"{'Thursday': ('08:00', '17:00'), 'Wednesday': ('08:00', '17:00'), 'Monday': ('08:00', '17:00'), 'Tuesday': ('08:00', '17:00'), 'Friday': ('08:00', '17:00')}"
Think is Good Inc.,100 PINE ST,"On Pine St, 51ft west of Front St","{'Monday': ('10:00', '15:00'), 'Friday': ('10:00', '15:00'), 'Wednesday': ('10:00', '15:00')}"
Think is Good Inc.,430 CALIFORNIA ST,"On California St, 46ft east of Leidesdorff St","{'Monday': ('10:00', '15:00'), 'Friday': ('10:00', '15:00'), 'Wednesday': ('10:00', '15:00')}"
Think is Good Inc.,560 MISSION ST,"On Mission St, 160ft east of Anthony St","{'Tuesday': ('10:00', '15:00'), 'Thursday': ('10:00', '15:00')}"
Tres Agaves Mexican Kitchen & Tequila Lounge LLC. dba Tres Truck,1700 16TH ST,Truck located on 16th Street frontage approximately 7 LF from the 16th and Kansas Street intersection.,"{'Thursday': ('08:00', '15:00'), 'Friday': ('08:00', '15:00'), 'Wednesday': ('08:00', '15:00')}"
Tres Agaves Mexican Kitchen & Tequila Lounge LLC. dba Tres Truck,301 RHODE ISLAND ST,Truck located on Rhode Island Street frontage approximately 5 LF from the Rhode Island and 16th Street intersection.,"{'Wednesday': ('08:00', '15:00'), 'Monday': ('08:00', '15:00'), 'Tuesday': ('08:00', '15:00')}"
Two G's Catering,1150 25TH ST,Set-up at 1125 25th St: 8:50am-9:00am,"{'Wednesday': ('08:00', '09:00'), 'Friday': ('08:00', '09:00'), 'Monday': ('08:00', '09:00'), 'Tuesday': ('08:00', '09:00'), 'Thursday': ('08:00', '09:00')}"
